"OBJECTID","Season_longshort","DEM_IA","TPI_IA","Slope_IA","d2water_IA","d2edge_IA","d2Landfills_IA","d2Feedlots_IA","d2streets","d2nestsV2_IA","northness","month_factor","risk_class","risk_name","validation_set"
1156792,"Local movements",240.58,0.65,5.64,2738.41,52.17,6612.75,11613.11,644.66,3320.89,0.477327644977522,"Jan",2,"High","Train"
2532348,"Local movements",244.46,0.02,0.6,290.68,268.27,18703.68,3493.37,23.17,18449.73,-0.730602326933837,"May",0,"Low","Train"
2171297,"Local movements",284.46,-0.25,1.84,472.78,245.08,13159.62,1111.66,156.79,4125.61,-0.217452420681365,"Apr",0,"Low","Train"
229303,"Fledgling period",244.41,1.39,3.06,202.22,17.9,17668.97,5204.12,555.26,1276.55,-0.980381746138899,"Jul",1,"Moderate","Train"
562983,"Local movements",167.67,-0.005242015,0.49,22.23,0.95,585.55,9547.25,209.61,12615.3,-0.47872654415872,"Oct",2,"High","Test"
1661614,"Local movements",234.72,-0.69,7.11,102.73,-15.1,10177.85,8984.12,489.45,203.89,-0.873520897683938,"Sep",2,"High","Test"
1609446,"Fledgling period",246.34,3.08,9.64,106.89,-48.1,14308.02,4635.59,1424.54,1846.39,0.644826547240001,"Sep",2,"High","Train"
533085,"Local movements",210.57,-0.001784795,0.01,0,211.34,9008.15,12262.4,465.42,3766.04,0.999950000416665,"Apr",2,"High","Test"
2707142,"Local movements",230.93,0.009829243,0.07,964.25,96.22,13967.38,3557.14,605.04,1329.34,-0.148650700271364,"Jun",2,"High","Train"
1490612,"Local movements",350.05,0.04,0.57,347.6,218.13,20856.69,5051.04,498.58,7992.27,-0.370180831351287,"Nov",2,"High","Train"
2366693,"Local movements",318.04,-0.12,0.57,1919.03,705.88,18911.29,1770.2,189.27,2766.91,-0.867026721445802,"Apr",2,"High","Train"
112613,"Dispersal/migration",247.49,0.01,0.47,76,-37.4,603.52,3499.94,81.64,5605.91,-0.757322769224544,"Aug",2,"High","Train"
2456673,"Dispersal/migration",344.19,-3.18,5.72,3607.14,586.54,6027.44,7397.33,317.04,8230.86,-0.994843903359459,"May",0,"Low","Train"
1517470,"Dispersal/migration",246.78,1.86,13.75,55.27,-12.02,16195.27,2769.05,121.13,3221.11,-0.704975769195658,"Sep",2,"High","Test"
1934798,"Local movements",330.22,1.54,11.1,4725.28,13.47,18334.82,842.51,822.11,6913.06,0.991561893714788,"Mar",2,"High","Train"
2616605,"Local movements",288.84,-0.03,0.15,596.44,124.51,21354.63,1842.49,200.24,1278.68,0.0906716244643097,"May",2,"High","Train"
2485345,"Local movements",265.55,0.35,5.17,1644.48,22.64,7954.45,1860.46,28.1,5441.24,0.0607588812193859,"May",0,"Low","Test"
1327190,"Local movements",379.53,-0.01,0.14,51.23,14.3,27279.02,3024.77,472.42,930.64,-0.979748923560684,"Sep",2,"High","Train"
2186553,"Local movements",273.41,0.1,0.22,120.62,-90.32,15717.41,1130.02,215.49,3078.19,-0.938825404273736,"Apr",0,"Low","Test"
919532,"Fledgling period",210.77,-0.69,0.88,22.63,9.01,9304.45,15275.23,398.58,215.39,-0.770231254047307,"Jul",2,"High","Test"
2327504,"Local movements",236.08,-2.35,6.91,650.47,-64.46,1307.14,4065.42,290.78,1629.16,-0.9548646,"Apr",0,"Low","Train"
1286788,"Dispersal/migration",371.4,0.07,0.81,4995.62,731.36,17713.22,1512.14,415.52,5495.46,-0.936456687290796,"Jul",0,"Low","Test"
831825,"Fledgling period",260.57,1.71,4.3,3586.65,320.65,14833.36,2809.57,104.01,5156.18,-0.47872654415872,"Sep",0,"Low","Train"
920318,"Fledgling period",210.67,-0.09,0.12,0,72.31,9474.22,15376.57,585.24,92.03,0.999950000416665,"Jul",2,"High","Test"
223747,"Local movements",194.43,-1.53,14.65,85.03,-4.05,18442.04,11208.38,22.85,2524.95,0.913088940312308,"Aug",2,"High","Train"
2671751,"Local movements",348.8,0.02,0.08,104.84,79.01,13650.07,658.07,534.17,607.17,-0.168397447949077,"May",1,"Moderate","Train"
2634713,"Local movements",222.44,1.25,8.16,1058.03,29.92,20877.86,4615.56,517.65,1081.57,-0.294759352997261,"May",2,"High","Train"
1448468,"Local movements",380.38,0.99,7.26,60.58,-2.76,25298.09,304.29,128.22,7826.55,-0.582977840307259,"Jul",2,"High","Test"
235064,"Fledgling period",195.12,-0.52,16.64,109.22,-75.05,17367.5,4976.09,722.52,1323.21,-0.62036161201268,"Jul",2,"High","Train"
248445,"Local movements",181,-0.01,0.23,11.2,11.4,21566.66,1449.74,125.57,954.57,-0.883081283265026,"Oct",2,"High","Train"
1286533,"Dispersal/migration",367.33,-0.19,0.95,2809.27,543.45,8397.25,3100.63,875.86,10410.52,-0.8533559001657,"Jul",0,"Low","Test"
464579,"Local movements",298.23,-0.99,4.46,2074.01,-20.77,12555.19,1875.65,313.75,6587.25,-0.428099681520394,"Feb",2,"High","Train"
1493765,"Local movements",308.55,-0.34,3.34,844.23,398.55,16993.4,1641.31,46.44,2112.89,0.682221207287614,"Aug",2,"High","Train"
2237085,"Dispersal/migration",280.43,-0.24,2.7,3051.59,1.96,6342.98,7403.7,114.09,13746.5,-0.961494358060299,"Apr",0,"Low","Test"
1887810,"Local movements",179.48,-0.001815779,0.003671089,0,214.95,26075.42,5625.24,307.23,975.41,-0.673699635594561,"Feb",2,"High","Test"
2208864,"Local movements",260.13,0.54,2.33,2601.3,152.24,1532.55,6112.44,413.57,2355.33,-0.697848325003564,"Apr",2,"High","Train"
2545983,"Local movements",262.12,2.58,10.39,155.2,-82.3,17016.43,4158.21,463.52,3059.05,0.537619225830956,"May",2,"High","Train"
2671974,"Local movements",365.4,-0.02,0.44,25.5,73.57,29174.84,1506.79,323.36,9550.16,-0.46389686925898,"May",0,"Low","Train"
1194187,"Local movements",203.39,-0.6,1.48,208.7,109.65,2026.23,2136.97,599.68,7301.22,-0.803045865669731,"Apr",0,"Low","Train"
2550505,"Local movements",266.67,-0.58,8.5,727.92,-61.2,27886.8,2443.74,659.9,2025.38,0.371659872260533,"May",0,"Low","Train"
1257693,"Fledgling period",282.77,-0.46,0.61,297.85,197.02,18629.15,1698.46,128.51,339.4,-0.59655652173416,"Jul",2,"High","Train"
1441554,"Local movements",183.28,-0.24,0.84,1019.85,68.77,19946.1,1564.81,380.58,5750.51,-0.973302071063349,"Nov",1,"Moderate","Test"
925933,"Fledgling period",223.98,-1.25,2.72,1733.71,112.62,18170.62,548.81,495.7,4550.73,-0.425218852098152,"Sep",0,"Low","Test"
1233003,"Dispersal/migration",260.13,-0.56,6.04,734.1,170.07,13638.88,3898.46,35.93,1818.85,0.286715209631956,"Aug",0,"Low","Train"
143107,"Fledgling period",223.65,-1.06,4.3,140.37,-102.76,9512.11,14716.72,35.2,808.61,-0.690651096560508,"Jul",1,"Moderate","Test"
2418612,"Local movements",262.86,1.25,4.95,2334.12,1.86,16306.65,4560.93,28.36,6032.8,0.6650875,"Apr",0,"Low","Train"
2368355,"Local movements",236.91,-1.13,9.76,60.65,-2.37,11931.64,1711.2,560.76,1142.99,-0.883081283265026,"Apr",2,"High","Train"
391201,"Local movements",189.47,-0.55,2.04,1495.52,4.14,17658.82,852.53,669.48,2153.23,-0.759399059137508,"Jul",0,"Low","Test"
1210604,"Local movements",221.24,1.2,3.33,4829.11,326.66,22664.68,4846.76,271.78,17365.98,-0.46389686925898,"Jun",0,"Low","Train"
1218085,"Fledgling period",334.75,0.65,1.9,519.69,177.1,15646.27,2508.3,38.99,425.33,0.380924824366882,"Aug",2,"High","Test"
971923,"Local movements",250.63,0.75,2.65,2546.24,1486.11,20663.33,1521.99,427.56,4720.42,-0.974028249198852,"Oct",2,"High","Test"
2401604,"Local movements",183.51,-1.24,0.64,16.46,20.82,27287.02,1265.58,657.1,459.1,-0.148650700271364,"Apr",2,"High","Test"
81270,"Local movements",192.29,-2.05,4.77,2716.51,15.95,3115.19,6715.95,602.75,19274.05,0.340652688107789,"Apr",2,"High","Train"
2331181,"Local movements",299.57,0.22,4.09,1065.29,927.96,13937.86,777.53,106.53,3044.31,0.296280872925319,"Apr",1,"Moderate","Train"
2498792,"Local movements",162.79,0.06,0.2,381.28,490.9,21227.59,1354.09,45.22,4087.65,-0.507593125815277,"May",2,"High","Test"
690507,"Dispersal/migration",332.53,-0.12,0.95,1196.51,933.55,14081.58,1420.31,158.07,2388.49,-0.949735209543496,"Jun",2,"High","Train"
2211802,"Local movements",326.16,-0.009550118,0.15,168.23,-55.72,10846.67,1989.96,461.66,5258.28,-0.899753211213941,"Apr",2,"High","Train"
1981144,"Local movements",333.64,-0.08,0.2,1116.21,747.16,19867.4,3802.33,308.96,11357.07,-0.99999873172754,"Mar",2,"High","Train"
1349074,"Local movements",225.78,0.23,9.04,438.03,-29.7,6276.7,3864.22,362.75,2243.52,0.362357754476674,"Oct",2,"High","Test"
1130423,"Local movements",333.78,-0.06,1.03,6529.01,1241.55,10206.26,1853,298.63,2819.61,-0.161676216353687,"Mar",0,"Low","Train"
2399481,"Local movements",245.23,-1.88,11.31,66.48,-34.96,33348.91,1633.8,228.7,2502,0.904751663219963,"Apr",2,"High","Train"
383349,"Local movements",159.97,0.11,0.19,203.19,139.77,8381.23,6007.43,366.23,4516.39,-0.973302071063349,"Aug",2,"High","Train"
1861306,"Local movements",162.24,-0.06,1.65,8.91,153.27,16106.05,3354.06,411.39,1521.83,-0.0192024929016926,"Feb",2,"High","Test"
859796,"Local movements",189.83,-0.46,9.65,1092.55,-42.07,10577.85,2571.54,98.94,5650.28,-0.2466323,"Apr",2,"High","Train"
1178048,"Dispersal/migration",311.78,-1.54,7.31,7493.57,-5.3,19396.63,5499.25,93.26,7277.62,-0.831825715246746,"Dec",2,"High","Test"
298678,"Fledgling period",210.64,-0.85,0.5,0,56.49,9657.92,15088.18,295.82,447.59,0.913088940312308,"Jul",2,"High","Train"
1211098,"Local movements",182.86,-0.01,0.3,91.42,429.76,21458.29,1983.45,620.65,16112.66,0.150225469911686,"Jun",0,"Low","Test"
735842,"Local movements",286.44,-2.31,1.87,839.82,21,15397.18,2289.67,216.18,916.24,-0.946557231763177,"Mar",2,"High","Test"
550294,"Local movements",219.76,0.44,1.27,677.04,514.91,9808.4,3473.18,51.7,13142.79,-0.997438340407019,"Dec",2,"High","Train"
2709792,"Local movements",231.28,-3.52,5.92,68.67,7.46,16763.84,3923.15,675.5,2632.05,-0.658785779918188,"Jun",2,"High","Test"
894473,"Fledgling period",219.61,1.32,9.33,35.19,-21.69,8896.25,15481.65,187.71,589.83,-0.814802811785913,"Aug",2,"High","Train"
1036217,"Dispersal/migration",291.21,-2.13,15.59,111.38,-24.14,10943.76,4791.2,59.22,762.68,-0.0922576019995117,"Apr",1,"Moderate","Train"
641547,"Local movements",235.96,2.91,7.2,209.14,-47.28,8530.73,14695.14,37.05,1770.07,-0.929254205344123,"Sep",2,"High","Train"
1773512,"Local movements",344.15,-0.62,5.03,21.66,-9.89,1824.03,1809.22,237.91,2385.68,0.0906716244643097,"Jul",2,"High","Train"
2642476,"Dispersal/migration",331.8,-0.86,4.49,1289.24,130.36,10603.33,2383.42,10.12,2422.35,-0.951846509540242,"May",0,"Low","Test"
2731641,"Local movements",358.4,-0.26,0.69,558.14,577.02,18644.89,2257.22,325.38,4268.43,-0.987479769908865,"Jun",0,"Low","Train"
2740414,"Local movements",230.69,-1.94,4.35,486.49,74.23,1884.28,6758.01,167.28,3314.69,-0.504846104599858,"Sep",1,"Moderate","Train"
1231216,"Dispersal/migration",309.18,0.38,1.47,6202.71,1544.71,3801.63,5487.33,314.78,13419.14,-0.400799172079975,"Aug",0,"Low","Train"
2494352,"Dispersal/migration",384.12,0.01,1.44,4922.44,582.66,15194.15,703.66,229.58,6754.77,-0.974028249198852,"May",0,"Low","Train"
2605746,"Local movements",178.61,-0.07,0.21,22.36,10.27,28943.56,3166.23,428.29,2203.18,0.731688868873821,"May",2,"High","Train"
2647811,"Local movements",226.12,-0.47,0.31,0,112.79,11239.06,7632.2,38.63,1668.36,0.751805729140895,"May",2,"High","Train"
29168,"Local movements",222.76,4.03,11.03,709.26,-49.64,5780.8,5490.86,482.29,4251.22,-0.141908320783673,"May",0,"Low","Train"
240526,"Local movements",177.55,-1.34,10.12,324.79,-27.33,10777.32,4147.27,634.8,572.72,-0.373137970437818,"Oct",2,"High","Train"
945959,"Fledgling period",210.8,-0.05,0.25,10,45.83,7640.16,12514.86,1126.91,2029.39,-0.983557313034006,"Aug",0,"Low","Train"
2134135,"Local movements",358.25,-0.43,1.14,7478.22,1295.09,8995.63,4499.12,499.72,2071.96,0.1601043,"Mar",0,"Low","Train"
2117230,"Local movements",187.26,-0.03,0.29,471.05,104.01,12304.99,3337.04,142.28,2961.05,-0.599109926407685,"Mar",2,"High","Test"
1385661,"Local movements",241.58,0.16,1.17,5860.29,180.42,4648.27,2398.85,233.82,16042.12,-0.966798192579461,"Oct",2,"High","Train"
1889121,"Local movements",248.81,0.82,2.37,792.28,62.15,19178.66,7683.59,121.25,4436.42,-0.776570283533293,"Feb",2,"High","Test"
2773721,"Local movements",263.05,-2.12,3.95,1837.27,-64.91,12923.37,938.15,174.31,3264.2,-0.643608418713541,"Apr",2,"High","Train"
1663989,"Local movements",245.81,2.22,5.09,110.75,-14.44,11430.21,7607.6,1139.25,1263.61,-0.991767098339465,"Sep",2,"High","Test"
826115,"Local movements",239.38,0.69,3.9,6008.98,637.77,26108.24,3695.8,367.05,13848.41,-0.6810559,"Oct",0,"Low","Train"
2304143,"Local movements",381.71,0.03,1.83,135.48,62.27,10929.96,3730.39,26.36,341.3,0.0874989834394464,"Apr",2,"High","Train"
2516906,"Local movements",241.74,0.96,7.07,793.18,79.86,17708.94,1349.63,547.83,974.38,0.254771133778243,"May",1,"Moderate","Test"
1476198,"Local movements",204.04,-0.14,0.74,136.21,4.91,16249.19,1218.62,503.82,459.32,0.137177112100907,"Dec",2,"High","Train"
433909,"Dispersal/migration",246.63,-1.3,5.38,686.2,1.05,14706.36,9523.19,201.48,1479.9,-0.924302378632464,"Apr",0,"Low","Train"
1149435,"Local movements",246.83,-1.3,6.73,3743.35,-101.38,6034.25,4214.81,265.18,6217.33,0.715689626764061,"Jan",2,"High","Train"
884336,"Fledgling period",232.12,-2.53,7.99,142.43,-64.92,10012.28,14557.7,96.99,1034.29,-0.38239691771268,"Sep",2,"High","Test"
1129250,"Local movements",240.81,-0.9,2.33,2615.56,56.41,25324.52,4928.17,26.59,3373.2,0.611227828225735,"Mar",2,"High","Train"
2354220,"Local movements",325.1,-0.62,7.84,6780.83,360.5,22097.88,4509.9,51.77,5865.14,-0.763815202077774,"Apr",2,"High","Test"
1548437,"Dispersal/migration",235.94,-0.45,1.35,321.81,114.21,4820.4,5887.67,181.83,1927.15,-0.425218852098152,"Aug",2,"High","Test"
2686058,"Local movements",236.77,-0.96,5.38,798.24,26.13,11045.76,6015.5,21.98,3911.71,-0.998828593177219,"Jun",1,"Moderate","Train"
1275370,"Local movements",228.2,0.03,0.32,44.58,-19.72,7697.11,7753.09,1209.22,4295.94,-0.723737878702569,"Nov",2,"High","Test"
2526103,"Local movements",412.18,0.16,2.7,617.27,396.19,10539.38,2794.31,973.86,7267.95,-0.999830589582598,"May",2,"High","Test"
2223350,"Local movements",206.54,0.22,10.43,1212.03,-39.9,2564.73,7164.09,27.34,15982.34,0.52336595125165,"Apr",2,"High","Test"
2398339,"Local movements",363.28,1.12,3.55,1482.48,46.48,9408.65,1892.9,691.93,2836.06,0.506220257232778,"Apr",2,"High","Train"
394359,"Local movements",162.57,0.27,0.73,69.25,-16.66,18581.62,4856.4,931.25,1721.07,-0.996094615206081,"Jul",2,"High","Train"
2301232,"Local movements",240.98,-2.72,4.89,557.64,-2.04,29077.89,3215.82,30.84,6818.7,-0.615002376525574,"Apr",2,"High","Train"
1462835,"Dispersal/migration",203.86,0.74,5.5,1218.6,-2.87,8672.4,2809.56,316.5,4988.01,-0.723737878702569,"Sep",2,"High","Train"
2568286,"Local movements",312.19,2.43,8.78,4912.98,21.72,13182.26,7786.62,378.21,17136.45,-0.939917638659938,"May",0,"Low","Train"
347890,"Local movements",165.88,-0.05,0.11,0,66.39,6852.96,4250.94,701.94,2026.84,-0.524722399807346,"Sep",1,"Moderate","Train"
1394564,"Local movements",180,-0.03,0.27,247.4,0,24122.17,5740.59,417.58,390.58,-0.646043040134959,"Aug",2,"High","Train"
286040,"Local movements",230.38,0.13,0.38,105.2,-71.45,11479.7,9436.63,873,8770.64,-0.666276,"Aug",2,"High","Train"
2042839,"Local movements",270.55,-1.32,1.74,22.87,16.11,10547.96,7108.03,154.43,4273.39,0.11056977982007,"Mar",1,"Moderate","Test"
856688,"Local movements",189.99,-0.02,0.51,108.08,-82.4,8499.57,2899.36,1059.94,2788.81,0.546024081981648,"Mar",2,"High","Train"
1581380,"Local movements",278.26,0.64,4.38,1382.3,-8.3,11814.39,7486.91,67.11,2129,-0.996927718456887,"Oct",0,"Low","Train"
84223,"Local movements",227.52,-0.22,1.01,7701.76,43.36,7157.56,2790.79,392.12,10940.28,-0.507593125815277,"Apr",0,"Low","Train"
829925,"Local movements",254.83,-0.75,2.75,1520,54.39,6654.47,8466.41,401.18,4987.55,-0.970958165149591,"Sep",1,"Moderate","Test"
1296818,"Fledgling period",236.35,1.04,8.28,130.06,-5.72,13793.29,6852.83,590.79,601.92,0.806146805264716,"Jul",2,"High","Train"
2743199,"Local movements",272.22,2.96,8.4,1524.28,-83.97,3252.2,10525.05,352.88,3393.28,-0.171536406722112,"Sep",2,"High","Train"
2773792,"Local movements",253.74,-2.26,7.66,400.18,-26.49,12007.53,2935.74,122.01,3970.69,-0.688344020399238,"Apr",1,"Moderate","Train"
997767,"Local movements",300.03,0.06,0.99,4206.68,449.97,20385.96,3401.79,81.85,5913.8,-0.269033103117399,"Sep",0,"Low","Test"
2167996,"Local movements",162.37,0.13,0.23,73.19,-41.12,17389.18,5163.89,1284.78,2270.18,-0.943284599048476,"Apr",2,"High","Train"
1228010,"Dispersal/migration",282.15,-0.48,1.82,172.76,189.46,13443.47,1589.57,182.35,1326.84,-0.994129676080546,"Aug",0,"Low","Test"
2595728,"Local movements",227.86,-0.69,0.94,0,75.29,10892.78,6411.2,721.89,4912.96,-0.948733218843107,"May",2,"High","Test"
2280510,"Local movements",304.53,-0.31,0.48,215.56,-43.92,11496.49,2175.85,67.64,1297.77,-0.784809686924768,"Apr",2,"High","Train"
1418818,"Local movements",221.69,-0.11,0.23,551.89,390.44,4684.98,7420.41,214.87,5517.49,-0.998103772095146,"Oct",0,"Low","Train"
2549114,"Local movements",261.74,-0.62,5.07,319.47,-2.36,15195.09,2529.36,218.36,14662.99,-0.323289566863503,"May",0,"Low","Train"
21643,"Local movements",176.69,-0.25,1.29,194.34,108.87,9492.67,3035.81,13.48,794.38,-0.912438361391958,"Sep",2,"High","Train"
358885,"Local movements",159.44,0.04,0.17,116.08,36.12,9251.99,5635.25,182.18,3312.11,-0.966798192579461,"Sep",0,"Low","Train"
1354639,"Local movements",238.36,-0.2,4.03,1867.18,-5.47,20317.44,1555.02,483.22,7503.26,0.573519986072457,"Oct",2,"High","Train"
1880440,"Local movements",238.05,0.61,3.05,605.6,-10.87,13076.69,10503.27,330.45,2546.46,-0.574823946533269,"Feb",2,"High","Test"
976820,"Local movements",247.42,1.47,3.8,2126.86,148.23,21598.3,1610.39,131.43,3267.69,-0.921680034105203,"Oct",2,"High","Train"
815526,"Local movements",227.86,0.13,6.29,861.67,0.83,16907.25,1653.71,152.51,5117.77,-0.56398505756941,"Nov",2,"High","Train"
1629511,"Dispersal/migration",367.86,-0.02,0.34,2524.2,2794.1,13089.4,724.95,560.57,10445.99,-0.987479769908865,"Aug",0,"Low","Train"
1493358,"Local movements",313.05,-0.46,1.92,617.98,305.21,16688.78,1399.83,35.21,3672.84,-0.830053535235222,"Aug",0,"Low","Train"
1764280,"Local movements",280.37,0.55,1.74,2160.17,51.19,16305.74,5799.34,5.34,3696.25,-0.831825715246746,"Jul",2,"High","Train"
2657347,"Local movements",236.87,-1.52,8.63,640.85,0,13984.51,4489.14,157.29,1752.41,-0.856888753368947,"May",2,"High","Train"
1824994,"Local movements",283.71,-0.04,0.09,19.81,-1.76,4547.09,793.33,341.15,4471.48,-0.772258819646744,"Feb",2,"High","Train"
1790002,"Local movements",193.88,-0.57,3.27,1080.61,7.42,5493.27,7820.59,635.79,3959.72,-0.916484813348769,"Jan",2,"High","Test"
1751475,"Local movements",231.46,-1.58,7.2,40.6,7.05,15776.98,3661.81,128.23,2498.22,-0.676050172695292,"Jul",2,"High","Train"
2258351,"Local movements",325.13,0.48,7.38,2991.3,-12.33,32715.13,5945.32,75.81,4400.58,0.619111682179599,"Apr",1,"Moderate","Test"
1768738,"Local movements",318.56,0.75,6.34,1140.47,79.29,6409.4,7868.98,301.35,1245.42,0.02079483,"Jul",2,"High","Test"
272525,"Local movements",263.97,1.16,10.33,764.66,-7.56,17982.84,10108.17,218.26,5793.81,-0.966798192579461,"Sep",0,"Low","Test"
1954852,"Local movements",295.77,-0.09,0.52,134.51,45.72,14066.73,1674.6,25.43,11434.1,-0.963344863441243,"Mar",1,"Moderate","Train"
679544,"Local movements",259.37,-0.4,4.93,3136.39,1439.51,9756.48,2335.67,354,6718.15,-0.335738360759151,"Dec",2,"High","Train"
108877,"Dispersal/migration",235.62,0.12,0.32,1119.51,379.4,18380.39,9320.8,34.69,11782.98,-0.824435288677222,"Aug",2,"High","Test"
1355973,"Local movements",216.49,-1.64,4.61,953.44,-50.81,11237.15,4546.36,169.98,7098.36,0.10740344820988,"Oct",2,"High","Test"
1788921,"Local movements",200.82,0.07,9.05,523.3,-332.49,18877.29,5801.39,352.52,2068.85,0.717910669610943,"Jan",2,"High","Train"
122034,"Dispersal/migration",240.57,-0.007750309,0.08,436.3,89.73,13705.87,7159.37,655.09,1248.68,-0.973302071063349,"Aug",2,"High","Train"
1861378,"Local movements",161.3,-0.07,0.21,0,32.95,17117.39,4941.67,1014.24,2240.07,0.196327406266778,"Feb",2,"High","Test"
2121476,"Local movements",374.9,-0.24,2.16,3673.43,1190.27,21636.95,4180.48,336.64,8845.78,0.35301940121933,"Mar",0,"Low","Test"
490101,"Local movements",163.71,-0.1,0.76,34.45,52.77,9942.91,3849.48,1744.95,1771.75,0.644826547240001,"Sep",1,"Moderate","Train"
2042052,"Local movements",251.65,0.02,0.37,358.97,340.2,6194.9,5334.32,185.03,6550.11,-0.55834453436911,"Mar",0,"Low","Train"
177748,"Fledgling period",182.98,-3.66,5.27,686.48,-29.43,28146.54,2255.13,475.13,2747.85,-0.936456687290796,"Aug",2,"High","Test"
975724,"Local movements",214.56,-0.03,0.22,191.02,-20.68,16531.49,806.24,844.25,1999.92,-0.989992496600445,"Oct",2,"High","Test"
2248674,"Local movements",314.31,-0.08,0.65,5214.41,179.38,22601.26,2503.53,378.64,3774.58,-0.400799172079975,"Apr",0,"Low","Train"
2161254,"Local movements",232.86,-0.42,6.65,34.94,25.25,20753.16,833.07,309.76,942.54,-0.803045865669731,"Apr",2,"High","Test"
109007,"Dispersal/migration",225.53,-0.08,0.27,159.32,-0.003053671,6674.81,7542.98,602.07,980.74,-0.994843903359459,"Aug",1,"Moderate","Test"
2251819,"Local movements",324.29,4.54,10.58,79.85,-2.42,27031.77,2672.21,1.68,1562.57,-0.269033103117399,"Apr",2,"High","Train"
1545587,"Dispersal/migration",249.35,0.24,0.75,368.23,127.68,3470.14,15199.99,663.92,1160.43,-0.307332869978419,"Aug",2,"High","Train"
1344377,"Local movements",338.04,0.07,1.79,5435.08,630.03,16166.2,1471.18,4.18,6469.42,-0.191204342670302,"Sep",2,"High","Train"
1193445,"Local movements",257.35,0.22,4.39,773.03,-38.64,4416.63,7299.64,158.41,6358.03,-0.256310908227523,"Apr",0,"Low","Train"
617916,"Local movements",219.08,-1.8,4.49,6106.62,-57.86,4478.08,6369.91,674.9,9308.23,0.130423708738146,"Oct",2,"High","Train"
1991978,"Local movements",275.17,-0.23,0.89,109.5,174.55,19366.58,5685.21,154.65,2784.23,-0.1813794,"Mar",0,"Low","Train"
2451000,"Local movements",262.84,4.81,14.49,93.65,-41.66,17185.75,3706.5,588.95,3093.01,0.764842187284488,"Apr",2,"High","Test"
2232397,"Local movements",260.59,-1.84,3.46,5776.04,5.52,21219.94,3787.77,1.6,12495.76,-0.814802811785913,"Apr",0,"Low","Train"
1741555,"Local movements",178.74,0.46,1.76,977.45,39.63,7630.2,2815.15,37.74,1318.52,0.63715114419858,"Oct",2,"High","Train"
1055855,"Fledgling period",278.35,0.41,1.69,62.11,221.48,19626.01,10374.88,706.09,4664.27,-0.158532000644198,"Jun",2,"High","Train"
1268691,"Local movements",195.65,-0.002217054,0.16,343.36,398.82,10189.05,8944.94,45.61,2519.69,-0.681055880507152,"Nov",0,"Low","Train"
65803,"Local movements",159.27,-0.01,0.04,88.32,-3.21,9696.8,5806.08,970.84,2490.49,-0.99999873172754,"Apr",2,"High","Train"
1396490,"Local movements",178.53,-0.02,0.22,8.81,-11.18,31265.25,6404.85,1002.65,97.06,-0.841040460846201,"Oct",2,"High","Train"
2512363,"Local movements",290.57,-0.08,0.31,613.99,245.13,20778.39,4252.66,344.84,2396.22,-0.71203271639831,"May",2,"High","Train"
1384799,"Local movements",168.05,-0.18,1.92,35.54,12.26,856.2,8409.8,37.15,21374.47,-0.90830066635937,"Oct",2,"High","Train"
2759549,"Fledgling period",211.08,0.008337867,0.13,83.43,4.96,7733.13,13930.26,285.04,1370.54,-0.249717963827731,"Aug",2,"High","Train"
1657232,"Local movements",209.86,-0.32,0.67,0,76.85,8118.56,8571.31,142.22,2852.85,0.39015168430823,"Oct",2,"High","Train"
1571227,"Fledgling period",252.17,5.96,10.19,76.27,-17.51,20444.88,4708.04,1554.99,2956.72,-0.970958165149591,"Jul",2,"High","Train"
1749436,"Local movements",247.75,0.42,3.21,253.56,-4.42,12412.51,6465.5,498.39,2906.61,0.830940679100164,"Sep",2,"High","Test"
1785506,"Local movements",234.81,-0.14,0.37,53.11,-70.13,6558.79,12972.4,286.25,1278.72,-0.987479769908865,"Feb",2,"High","Train"
1788252,"Local movements",275.66,0.55,3.06,3961.05,134.23,8168.08,6219.12,752.9,3484.62,0.813878456662534,"Feb",2,"High","Test"
2229980,"Local movements",264.26,-2.83,6.95,2846.18,-16.66,9521.2,6368.52,207.64,2476.26,-0.550020663906425,"Apr",2,"High","Train"
1788162,"Local movements",250.15,-0.57,9.46,3812.66,-12.99,6516.37,4230.86,326.23,5669.21,0.644826547240001,"Feb",2,"High","Train"
1349666,"Local movements",238.8,-0.78,4.97,1052.64,536.27,11371.09,1632.46,108.31,1584.84,-0.980381746138899,"Oct",0,"Low","Test"
1627131,"Fledgling period",229.73,-0.1,2.39,117.88,67.93,21105.21,2043.98,391.86,286,-0.998103772095146,"Jul",2,"High","Train"
740735,"Local movements",279.5,-0.02,0.21,63.24,-48.16,13679,2872.06,479.59,3648.27,-0.820559357339561,"Apr",2,"High","Train"
1491322,"Local movements",369.31,0.05,0.89,8689.87,1081.34,22700.44,1341.29,459.17,10164.73,-0.197888814609109,"Aug",0,"Low","Test"
1540555,"Dispersal/migration",235.53,-0.02,0.05,0,53.63,5576.85,5984.87,741.52,2866.44,0.99995,"Aug",2,"High","Train"
1463260,"Dispersal/migration",160.01,0.000620581,0.2,326.11,3.57,10783.44,4543.48,824.07,2482.37,0.199449720997573,"Sep",2,"High","Train"
652583,"Local movements",196.04,-0.32,2.7,26.27,-40.73,15036.21,2677.56,434.02,7812.19,-0.912438361391958,"Oct",2,"High","Train"
638575,"Local movements",250.58,-0.01,0.49,24.01,209.08,4535.93,6115.78,504.14,10963.74,-0.862000837090063,"May",2,"High","Train"
